Date	Time_HH:MM:SS	Time_sec	Ch1_O2_09|T2_29.5B	Ch2_O2_13|T2_29.5B	Ch3_O2_14|T2_29.5B	Ch4_O2_15|T2_29.5B	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/28/2019	07:24:24	660.33	4.0500	4.0026	3.9895	4.1330	27.000	27.000	27.000	27.000
1/28/2019	07:24:25	661.69	4.0489	4.0045	3.9900	4.1362	27.000	27.000	27.000	27.000
1/28/2019	07:24:27	662.95	4.0492	4.0030	3.9900	4.1359	27.000	27.000	27.000	27.000
1/28/2019	07:24:28	664.33	4.0479	4.0033	3.9896	4.1342	27.000	27.000	27.000	27.000
1/28/2019	07:24:29	665.59	4.0469	4.0012	3.9905	4.1311	27.000	27.000	27.000	27.000
1/28/2019	07:24:31	666.91	4.0445	4.0017	3.9905	4.1280	27.000	27.000	27.000	27.000
1/28/2019	07:24:32	668.22	4.0443	4.0022	3.9913	4.1286	27.000	27.000	27.000	27.000
1/28/2019	07:24:33	669.50	4.0445	4.0026	3.9884	4.1310	27.000	27.000	27.000	27.000
1/28/2019	07:24:35	670.87	4.0443	4.0008	3.9847	4.1331	27.000	27.000	27.000	27.000
1/28/2019	07:24:36	672.11	4.0443	4.0001	3.9808	4.1320	27.000	27.000	27.000	27.000
1/28/2019	07:24:37	673.36	4.0430	3.9995	3.9798	4.1292	27.000	27.000	27.000	27.000
1/28/2019	07:24:38	674.69	4.0434	3.9999	3.9777	4.1295	27.000	27.000	27.000	27.000
1/28/2019	07:24:40	676.53	4.0440	3.9984	3.9790	4.1315	27.000	27.000	27.000	27.000
1/28/2019	07:24:42	678.00	4.0467	3.9995	3.9789	4.1343	27.000	27.000	27.000	27.000
1/28/2019	07:24:43	679.30	4.0474	3.9986	3.9815	4.1350	27.000	27.000	27.000	27.000
1/28/2019	07:24:44	680.48	4.0480	3.9985	3.9817	4.1350	27.000	27.000	27.000	27.000
1/28/2019	07:24:45	681.73	4.0471	3.9961	3.9826	4.1359	27.000	27.000	27.000	27.000
1/28/2019	07:24:47	683.03	4.0474	3.9956	3.9807	4.1378	27.000	27.000	27.000	27.000
1/28/2019	07:24:48	684.33	4.0440	3.9954	3.9798	4.1381	27.000	27.000	27.000	27.000
1/28/2019	07:24:49	685.56	4.0422	3.9971	3.9786	4.1366	27.000	27.000	27.000	27.000
1/28/2019	07:24:51	686.98	4.0407	3.9979	3.9800	4.1366	27.000	27.000	27.000	27.000
1/28/2019	07:24:52	688.28	4.0418	3.9993	3.9800	4.1338	27.000	27.000	27.000	27.000
1/28/2019	07:24:53	689.66	4.0423	3.9978	3.9807	4.1330	27.000	27.000	27.000	27.000
1/28/2019	07:24:55	690.92	4.0428	3.9972	3.9797	4.1299	27.000	27.000	27.000	27.000
1/28/2019	07:24:56	692.27	4.0439	3.9932	3.9796	4.1303	27.000	27.000	27.000	27.000
1/28/2019	07:24:57	693.50	4.0432	3.9924	3.9780	4.1296	27.000	27.000	27.000	27.000
1/28/2019	07:24:59	694.87	4.0423	3.9900	3.9777	4.1291	27.000	27.000	27.000	27.000
1/28/2019	07:25:00	696.16	4.0401	3.9917	3.9784	4.1289	27.000	27.000	27.000	27.000
1/28/2019	07:25:01	697.53	4.0388	3.9917	3.9767	4.1295	27.000	27.000	27.000	27.000
1/28/2019	07:25:03	698.86	4.0381	3.9925	3.9758	4.1320	27.000	27.000	27.000	27.000
1/28/2019	07:25:04	700.09	4.0393	3.9928	3.9750	4.1332	27.000	27.000	27.000	27.000
1/28/2019	07:25:05	701.42	4.0410	3.9925	3.9762	4.1343	27.000	27.000	27.000	27.000
1/28/2019	07:25:06	702.81	4.0430	3.9929	3.9763	4.1344	27.000	27.000	27.000	27.000
1/28/2019	07:25:08	704.02	4.0438	3.9910	3.9748	4.1348	27.000	27.000	27.000	27.000
1/28/2019	07:25:09	705.28	4.0452	3.9907	3.9751	4.1337	27.000	27.000	27.000	27.000
1/28/2019	07:25:10	706.61	4.0446	3.9907	3.9737	4.1294	27.000	27.000	27.000	27.000
