Date	Time_HH:MM:SS	Time_sec	Ch1_O2_09|T2_34.5A	Ch2_O2_13|T2_34.5A	Ch3_O2_14|T2_34.5A	Ch4_O2_15|T2_34.5A	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/28/2019	06:00:19	420.84	4.0495	4.1694	4.1828	4.2313	27.000	27.000	27.000	27.000
1/28/2019	06:00:21	422.23	4.0498	4.1678	4.1815	4.2320	27.000	27.000	27.000	27.000
1/28/2019	06:00:22	423.67	4.0491	4.1690	4.1808	4.2316	27.000	27.000	27.000	27.000
1/28/2019	06:00:23	425.09	4.0492	4.1709	4.1812	4.2335	27.000	27.000	27.000	27.000
1/28/2019	06:00:25	426.53	4.0491	4.1723	4.1826	4.2321	27.000	27.000	27.000	27.000
1/28/2019	06:00:26	427.86	4.0465	4.1749	4.1816	4.2307	27.000	27.000	27.000	27.000
1/28/2019	06:00:27	429.06	4.0445	4.1756	4.1806	4.2292	27.000	27.000	27.000	27.000
1/28/2019	06:00:29	430.50	4.0408	4.1766	4.1806	4.2300	27.000	27.000	27.000	27.000
1/28/2019	06:00:30	431.94	4.0404	4.1754	4.1815	4.2319	27.000	27.000	27.000	27.000
1/28/2019	06:00:32	433.41	4.0375	4.1742	4.1818	4.2313	27.000	27.000	27.000	27.000
1/28/2019	06:00:33	434.83	4.0355	4.1728	4.1801	4.2311	27.000	27.000	27.000	27.000
1/28/2019	06:00:35	436.67	4.0342	4.1731	4.1791	4.2318	27.000	27.000	27.000	27.000
1/28/2019	06:00:36	438.09	4.0329	4.1714	4.1791	4.2316	27.000	27.000	27.000	27.000
1/28/2019	06:00:38	439.58	4.0325	4.1703	4.1786	4.2331	27.000	27.000	27.000	27.000
1/28/2019	06:00:39	440.86	4.0322	4.1690	4.1788	4.2327	27.000	27.000	27.000	27.000
1/28/2019	06:00:40	442.16	4.0341	4.1689	4.1789	4.2317	27.000	27.000	27.000	27.000
1/28/2019	06:00:42	443.47	4.0347	4.1693	4.1805	4.2303	27.000	27.000	27.000	27.000
1/28/2019	06:00:43	444.84	4.0351	4.1685	4.1809	4.2307	27.000	27.000	27.000	27.000
1/28/2019	06:00:45	446.22	4.0357	4.1673	4.1822	4.2309	27.000	27.000	27.000	27.000
1/28/2019	06:00:46	447.50	4.0357	4.1668	4.1824	4.2326	27.000	27.000	27.000	27.000
1/28/2019	06:00:47	448.92	4.0359	4.1673	4.1806	4.2321	27.000	27.000	27.000	27.000
1/28/2019	06:00:48	450.17	4.0358	4.1670	4.1791	4.2332	27.000	27.000	27.000	27.000
1/28/2019	06:00:50	451.48	4.0377	4.1656	4.1788	4.2301	27.000	27.000	27.000	27.000
1/28/2019	06:00:51	452.81	4.0385	4.1648	4.1814	4.2278	27.000	27.000	27.000	27.000
1/28/2019	06:00:52	454.17	4.0404	4.1662	4.1795	4.2271	27.000	27.000	27.000	27.000
1/28/2019	06:00:54	455.42	4.0416	4.1673	4.1791	4.2292	27.000	27.000	27.000	27.000
1/28/2019	06:00:55	456.83	4.0413	4.1673	4.1779	4.2294	27.000	27.000	27.000	27.000
