Date	Time_HH:MM:SS	Time_sec	Ch1_O2_09|T1_32A	Ch2_O2_13|T1_32A	Ch3_O2_14|T1_32A	Ch4_O2_15|T1_32A	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/27/2019	21:06:13	1020.52	3.9221	3.8398	4.0421	4.0506	32.000	32.000	32.000	32.000
1/27/2019	21:06:15	1022.25	3.9211	3.8386	4.0442	4.0502	32.000	32.000	32.000	32.000
1/27/2019	21:06:17	1024.34	3.9238	3.8419	4.0421	4.0507	32.000	32.000	32.000	32.000
1/27/2019	21:06:18	1025.97	3.9242	3.8446	4.0415	4.0499	32.000	32.000	32.000	32.000
1/27/2019	21:06:20	1027.08	3.9246	3.8466	4.0395	4.0500	32.000	32.000	32.000	32.000
1/27/2019	21:06:21	1028.39	3.9243	3.8444	4.0409	4.0495	32.000	32.000	32.000	32.000
1/27/2019	21:06:22	1029.72	3.9248	3.8406	4.0398	4.0498	32.000	32.000	32.000	32.000
1/27/2019	21:06:24	1031.66	3.9260	3.8385	4.0409	4.0488	32.000	32.000	32.000	32.000
1/27/2019	21:06:25	1033.02	3.9229	3.8380	4.0402	4.0492	32.000	32.000	32.000	32.000
1/27/2019	21:06:27	1034.37	3.9218	3.8388	4.0414	4.0502	32.000	32.000	32.000	32.000
1/27/2019	21:06:28	1035.73	3.9202	3.8372	4.0407	4.0506	32.000	32.000	32.000	32.000
1/27/2019	21:06:29	1036.98	3.9207	3.8365	4.0401	4.0507	32.000	32.000	32.000	32.000
1/27/2019	21:06:31	1038.22	3.9222	3.8347	4.0391	4.0517	32.000	32.000	32.000	32.000
1/27/2019	21:06:32	1040.05	3.9218	3.8337	4.0386	4.0518	32.000	32.000	32.000	32.000
1/27/2019	21:06:34	1041.52	3.9229	3.8321	4.0401	4.0517	32.000	32.000	32.000	32.000
1/27/2019	21:06:36	1043.14	3.9215	3.8320	4.0401	4.0497	32.000	32.000	32.000	32.000
1/27/2019	21:06:37	1044.36	3.9217	3.8342	4.0402	4.0482	32.000	32.000	32.000	32.000
1/27/2019	21:06:39	1046.16	3.9204	3.8366	4.0394	4.0466	32.000	32.000	32.000	32.000
1/27/2019	21:06:40	1047.48	3.9188	3.8374	4.0398	4.0460	32.000	32.000	32.000	32.000
1/27/2019	21:06:41	1048.70	3.9190	3.8360	4.0394	4.0459	32.000	32.000	32.000	32.000
1/27/2019	21:06:42	1049.95	3.9194	3.8335	4.0388	4.0449	32.000	32.000	32.000	32.000
1/27/2019	21:06:44	1051.31	3.9205	3.8328	4.0387	4.0427	32.000	32.000	32.000	32.000
1/27/2019	21:06:45	1052.48	3.9194	3.8307	4.0379	4.0427	32.000	32.000	32.000	32.000
1/27/2019	21:06:46	1054.02	3.9196	3.8294	4.0373	4.0435	32.000	32.000	32.000	32.000
1/27/2019	21:06:48	1055.31	3.9191	3.8273	4.0356	4.0458	32.000	32.000	32.000	32.000
1/27/2019	21:06:50	1057.95	3.9187	3.8274	4.0369	4.0453	32.000	32.000	32.000	32.000
1/27/2019	21:06:52	1059.80	3.9173	3.8267	4.0383	4.0462	32.000	32.000	32.000	32.000
1/27/2019	21:06:54	1061.08	3.9174	3.8268	4.0387	4.0466	32.000	32.000	32.000	32.000
1/27/2019	21:06:55	1062.81	3.9160	3.8264	4.0380	4.0462	32.000	32.000	32.000	32.000
1/27/2019	21:06:57	1064.12	3.9166	3.8258	4.0366	4.0455	32.000	32.000	32.000	32.000
1/27/2019	21:06:58	1065.64	3.9148	3.8258	4.0380	4.0441	32.000	32.000	32.000	32.000
