sample_uid	sample_name	fastq_fwd_file_name	fastq_fwd_sha256_file_hash	fastq_rev_file_name	fastq_rev_sha256_file_hash	data_set_uid	data_set_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodiniaceae_seqs	post_taxa_id_unique_symbiodiniaceae_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodiniaceae_seqs	post_taxa_id_unique_non_symbiodiniaceae_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	sample_type	host_phylum	host_class	host_order	host_family	host_genus	host_species	collection_latitude	collection_longitude	collection_date	collection_depth	C15	C15vd	C15ev	C15ww	C15qz	C15ch	C15m	C15pm	2174772_C	2174554_C	70761_C	C15v	462388_C	457187_C	484811_C	C15he	C15ld	154330_C	4916514_C	C15lj	C15qi	4925719_C	C3	4916462_C	C116aj	4925720_C	3052392_C	14880_C	12753_C	461129_C	C15om	C1	C116ai	410179_C	11806_C	C15ma	C115d	2175517_C	C3fx	C116aw	259662_C	C1de	C3fv	C116a	C3fy	C15eo	C3xw	C3cl	10395_C	C3mj	D4	D1	D1ab	D6	D1ns	D1nt	2174767_D	D1d	15655_D	68175_D	4925718_D	2174768_D	10617_D	22784_D	D6c	2193482_D	D4ae	446316_D	12428_D	15659_D	205376_D	22669_D	2174770_D	2191395_D	2174769_D	D2ac	258977_D	D2	946_D	D17aj	D17ai	D5m	938_D	D17o	470665_D	D17p	D17k	16614_D	13070_D	D1r	D2.2	937_D	D1np	G3x
216792	AS_NMS_Mgri_Deep_04	Q2181822DD_20241029090935__2023DeepCRESMgrisdeep04_S177_R1_001.fastq.gz	76d4e6d82b08538d06e328f4b3a36b7cc5db61c108cdedf0ff03c727270836e9	Q2181822DD_20241029090935__2023DeepCRESMgrisdeep04_S177_R2_001.fastq.gz	b07281c16958a4d370b8526bdb1a28044e6647af57c79bc3d89a662fe6869d63	1135	20250130T125725_colinlu1	50730	35730	435	35730	435	0	0	0	0	34759	17	0	0	851	0	0	0	0	0	0	coral_field	cnidaria	hexacorallia	scleractinia	acroporidae	montipora	grisea	-14.36630000	-170.76500000	20230331	44	24420	5905	513	1053	353	213	362	409	0	0	0	0	0	0	168	160	198	173	171	0	180	0	0	0	0	0	189	0	0	150	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216807	AS_NMS_Mgri_Shall_06	Q2181837DQ_20241105163934__2023DeepCRESMgrisshall06_S281_R1_001.fastq.gz	a46e3985cf10ff0adc4d48e9ae096acedb55685b2337f51e824b7630a8621f75	Q2181837DQ_20241105163934__2023DeepCRESMgrisshall06_S281_R2_001.fastq.gz	a1e4ab0ea07912e701d272dbed7a260c3d0ca63b008f4a0832b99671938383f0	1135	20250130T125725_colinlu1	81213	64788	678	64785	677	0	0	3	1	62900	13	0	0	1505	0	0	0	0	0	0	coral_field	cnidaria	hexacorallia	scleractinia	acroporidae	montipora	grisea	-14.36544000	-170.76086000	20230405	7.3	42683	10952	2041	2021	818	547	1082	467	607	0	517	487	0	0	0	297	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216804	AS_NMS_Mgri_Shall_03	Q2181834D2_20241029090935__2023DeepCRESMgrisshall03_S189_R1_001.fastq.gz	9c267f11ac778b3fe9e21604baa8cd49c1f42a0c7a137e25783f9a4ed0243da4	Q2181834D2_20241029090935__2023DeepCRESMgrisshall03_S189_R2_001.fastq.gz	cab605758ed3d159902a3996ac95cc704f126622f16d5e4bf753a7b76f4a19d9	1135	20250130T125725_colinlu1	100708	69999	778	69994	777	0	0	5	1	67710	11	0	0	1161	0	0	0	0	0	0	coral_field	cnidaria	hexacorallia	scleractinia	acroporidae	montipora	grisea	-14.36544000	-170.76086000	20230405	6.1	48462	8428	3535	1575	2730	1777	0	0	0	0	0	0	819	342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216796	AS_NMS_Mgri_Midd_01	Q2181826DB_20241029090935__2023DeepCRESMgrismidd01_S181_R1_001.fastq.gz	e2db93745fe6c9a5c35b47927596825243f48bd815ce572c55814021ffaedfd7	Q2181826DB_20241029090935__2023DeepCRESMgrismidd01_S181_R2_001.fastq.gz	8208fdd1c4fe29cf0fe67052d12fcdbb7c31adf129d0abe1ca45dd94cb866e6e	1135	20250130T125725_colinlu1	99811	72881	794	72881	794	0	0	0	0	70175	14	0	0	1295	0	0	0	0	0	0	coral_field	cnidaria	hexacorallia	scleractinia	acroporidae	montipora	grisea	-14.36601100	-170.76412000	20230401	23.8	49084	10562	2521	2038	1289	1799	796	778	0	0	592	0	0	0	0	0	0	318	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
216802	AS_NMS_Mgri_Shall_01	Q2181832DK_20241029090935__2023DeepCRESMgrisshall01_S187_R1_001.fastq.gz	5f08cf72316bc05a6569e58edd50ffde291b6bc5621bb6af009abb68cde30463	Q2181832DK_20241029090935__2023DeepCRESMgrisshall01_S187_R2_001.fastq.gz	49437e9c1d18860bbbb77a9828b47d8ac5b1406fc0c94a4e3c1e483ce61c5e9a	1135	20250130T125725_colinlu1	112813	84509	825	84509	825	0	0	0	0	81757	13	0	0	3462	0	0	0	0	0	0	coral_field	cnidaria	hexacorallia	scleractinia	acroporidae	montipora	grisea	-14.36544000	-170.76086000	20230405	6.1	56518	8820	4261	1719	3676	2391	910	0	406	0	464	0	839	791	0	0	0	0	0	0	0	552	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216793	AS_NMS_Mgri_Deep_05	Q2181823DL_20241029090935__2023DeepCRESMgrisdeep05_S178_R1_001.fastq.gz	b0d52c21917466eeac4d1eafa5a4cfb58d68977ded2ba59bb0ea7b783805fdff	Q2181823DL_20241029090935__2023DeepCRESMgrisdeep05_S178_R2_001.fastq.gz	d81933b1813e04dfcf53bff50be79e2cdc434b2866b575d144a139850c31f691	1135	20250130T125725_colinlu1	68643	55426	665	55426	665	0	0	0	0	54583	33	0	0	33	2406	0	0	0	0	0	coral_field	cnidaria	hexacorallia	scleractinia	acroporidae	montipora	grisea	-14.36630000	-170.76500000	20230331	42	522	114	26	26	0	9	0	10	5	0	11	0	0	0	4	0	0	0	4	0	8	0	39	0	13	0	0	0	0	0	0	4	10	0	5	0	4	0	0	0	4	0	0	5	0	4	0	0	0	0	15056	11449	8226	7683	4804	2910	470	1222	465	0	0	436	0	0	0	386	0	0	0	386	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216794	AS_NMS_Mgri_Deep_06	Q2181824DT_20241029090935__2023DeepCRESMgrisdeep06_S179_R1_001.fastq.gz	c79602fb6377f2f18b595f78409bb66cd39ec3a8690f23200b68b3046bf6714a	Q2181824DT_20241029090935__2023DeepCRESMgrisdeep06_S179_R2_001.fastq.gz	78014fb5ddac0ee0a59780049995f9b54b9a6bab8f4807365e947d6a1f438b99	1135	20250130T125725_colinlu1	96274	77470	946	77466	945	0	0	4	1	74835	39	0	0	18	8972	0	0	0	0	0	coral_field	cnidaria	hexacorallia	scleractinia	acroporidae	montipora	grisea	-14.36630000	-170.76500000	20230331	43	444	77	13	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	11	0	0	52	0	13	0	0	0	0	0	0	8	8	0	5	5	6	0	0	0	4	8	7	0	6	0	5	5	5	4	18539	17048	11876	10433	3372	2503	2149	0	441	0	0	952	1036	994	659	0	735	969	0	0	768	701	637	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216790	AS_NMS_Mgri_Deep_02	Q2181820DV_20241029090935__2023DeepCRESMgrisdeep02_S175_R1_001.fastq.gz	1dce768f0599a23d97ac5f545315605dba0971daa3727b46e80df42d45f06091	Q2181820DV_20241029090935__2023DeepCRESMgrisdeep02_S175_R2_001.fastq.gz	337ffe22cbaf80e6ae4dd8f5724e732a1682d940ac1d151e1d8224e5d5d9ed69	1135	20250130T125725_colinlu1	90121	71584	900	71584	900	0	0	0	0	70284	35	0	0	139	7450	0	0	0	0	0	coral_field	cnidaria	hexacorallia	scleractinia	acroporidae	montipora	grisea	-14.36630000	-170.76500000	20230331	44	2233	441	163	51	75	64	0	0	33	24	0	0	0	0	0	0	0	0	0	0	0	0	327	0	55	0	0	0	0	0	0	84	47	43	19	25	18	20	18	16	0	0	0	0	0	0	0	0	0	0	16042	12599	15527	7375	3707	3146	1184	0	707	1805	1607	0	453	462	393	0	289	0	867	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216800	AS_NMS_Mgri_Midd_05	Q2181830D4_20241029090935__2023DeepCRESMgrismidd05_S185_R1_001.fastq.gz	f9b9ec562a8d8ade349a7c40c4ffa37a6d0497ea9d97c82bd7e8408880620f67	Q2181830D4_20241029090935__2023DeepCRESMgrismidd05_S185_R2_001.fastq.gz	588d61ed9fcbaeb77d1e7ba25cfc39844512e68cfe3edfe6593d1650a99023c7	1135	20250130T125725_colinlu1	138592	106284	1372	106220	1365	4	1	60	6	101830	21	0	0	649	1131	0	0	0	0	0	coral_field	cnidaria	hexacorallia	scleractinia	acroporidae	montipora	grisea	-14.36601100	-170.76412000	20230401	21.7	34928	7578	2083	1562	949	1011	481	653	0	295	0	0	0	0	0	0	0	0	354	0	239	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15201	10387	8399	7704	4135	2332	0	1925	390	0	0	0	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seq_accession																																							517	70044	4073	1932	7150	3419	583	5367	2174772	2174554	70761	1138	462388	457187	484811	714	31199	154330	4916514	17506	15530	4925719	32	4916462	10391	4925720	3052392	14880	12753	461129	31411	2	1593	410179	11806	1617	358	2175517	54247	10392	259662	32940	265	40573	23516	859	2553	1118	10395	22490	854	853	1674	933	68161	212300	2174767	940	15655	68175	4925718	2174768	10617	22784	935	2193482	1668	446316	12428	15659	205376	22669	2174770	2191395	2174769	53637	258977	855	946	10198	945	939	938	947	470665	936	2594	16614	13070	944	10403	937	3297	33731
