Date	Time_HH:MM:SS	Time_sec	Ch1_O2_09|T1_34.5A	Ch2_O2_13|T1_34.5A	Ch3_O2_14|T1_34.5A	Ch4_O2_15|T1_34.5A	Ch1_Temp	Ch2_Temp	Ch3_Temp	Ch4_Temp
1/27/2019	19:52:03	0.00	3.9475	3.8424	3.8247	3.9778	34.500	34.500	34.500	34.500
1/27/2019	19:52:08	4.83	3.9458	3.8429	3.8227	3.9768	34.500	34.500	34.500	34.500
1/27/2019	19:52:09	6.19	3.9477	3.8420	3.8222	3.9740	34.500	34.500	34.500	34.500
1/27/2019	19:52:11	8.22	3.9494	3.8420	3.8222	3.9738	34.500	34.500	34.500	34.500
1/27/2019	19:52:12	9.34	3.9480	3.8402	3.8231	3.9711	34.500	34.500	34.500	34.500
1/27/2019	19:52:14	10.78	3.9475	3.8406	3.8239	3.9701	34.500	34.500	34.500	34.500
1/27/2019	19:52:15	12.08	3.9461	3.8399	3.8244	3.9685	34.500	34.500	34.500	34.500
1/27/2019	19:52:17	13.47	3.9488	3.8406	3.8256	3.9679	34.500	34.500	34.500	34.500
1/27/2019	19:52:18	14.80	3.9490	3.8408	3.8260	3.9686	34.500	34.500	34.500	34.500
1/27/2019	19:52:19	16.09	3.9487	3.8411	3.8244	3.9691	34.500	34.500	34.500	34.500
1/27/2019	19:52:21	17.78	3.9484	3.8421	3.8241	3.9683	34.500	34.500	34.500	34.500
1/27/2019	19:52:22	19.17	3.9508	3.8410	3.8233	3.9674	34.500	34.500	34.500	34.500
1/27/2019	19:52:24	20.62	3.9511	3.8406	3.8244	3.9657	34.500	34.500	34.500	34.500
1/27/2019	19:52:25	22.34	3.9508	3.8396	3.8216	3.9657	34.500	34.500	34.500	34.500
1/27/2019	19:52:27	23.87	3.9480	3.8408	3.8215	3.9642	34.500	34.500	34.500	34.500
1/27/2019	19:52:28	25.19	3.9484	3.8413	3.8211	3.9621	34.500	34.500	34.500	34.500
1/27/2019	19:52:30	26.53	3.9487	3.8408	3.8232	3.9620	34.500	34.500	34.500	34.500
1/27/2019	19:52:31	27.83	3.9490	3.8409	3.8223	3.9610	34.500	34.500	34.500	34.500
1/27/2019	19:52:32	29.09	3.9488	3.8399	3.8217	3.9637	34.500	34.500	34.500	34.500
1/27/2019	19:52:33	30.34	3.9487	3.8389	3.8211	3.9620	34.500	34.500	34.500	34.500
1/27/2019	19:52:35	31.62	3.9494	3.8390	3.8226	3.9633	34.500	34.500	34.500	34.500
1/27/2019	19:52:36	32.83	3.9487	3.8384	3.8240	3.9624	34.500	34.500	34.500	34.500
1/27/2019	19:52:37	34.06	3.9471	3.8397	3.8243	3.9636	34.500	34.500	34.500	34.500
1/27/2019	19:52:38	35.28	3.9461	3.8379	3.8228	3.9640	34.500	34.500	34.500	34.500
1/27/2019	19:52:40	36.87	3.9464	3.8368	3.8214	3.9654	34.500	34.500	34.500	34.500
1/27/2019	19:52:41	38.27	3.9484	3.8368	3.8217	3.9673	34.500	34.500	34.500	34.500
1/27/2019	19:52:43	39.72	3.9475	3.8371	3.8220	3.9671	34.500	34.500	34.500	34.500
1/27/2019	19:52:44	41.08	3.9494	3.8377	3.8215	3.9659	34.500	34.500	34.500	34.500
1/27/2019	19:52:46	42.72	3.9496	3.8381	3.8203	3.9638	34.500	34.500	34.500	34.500
1/27/2019	19:52:47	44.06	3.9474	3.8380	3.8204	3.9645	34.500	34.500	34.500	34.500
1/27/2019	19:52:48	45.33	3.9453	3.8389	3.8198	3.9656	34.500	34.500	34.500	34.500
1/27/2019	19:52:50	46.70	3.9427	3.8375	3.8212	3.9674	34.500	34.500	34.500	34.500
1/27/2019	19:52:51	48.37	3.9424	3.8365	3.8210	3.9682	34.500	34.500	34.500	34.500
1/27/2019	19:52:53	49.66	3.9394	3.8355	3.8224	3.9701	34.500	34.500	34.500	34.500
1/27/2019	19:52:54	50.89	3.9391	3.8354	3.8219	3.9694	34.500	34.500	34.500	34.500
1/27/2019	19:52:55	52.14	3.9414	3.8363	3.8216	3.9707	34.500	34.500	34.500	34.500
1/27/2019	19:52:56	53.37	3.9444	3.8361	3.8216	3.9701	34.500	34.500	34.500	34.500
1/27/2019	19:52:58	54.64	3.9470	3.8361	3.8220	3.9714	34.500	34.500	34.500	34.500
1/27/2019	19:52:59	55.91	3.9464	3.8359	3.8245	3.9725	34.500	34.500	34.500	34.500
1/27/2019	19:53:00	57.28	3.9465	3.8356	3.8245	3.9713	34.500	34.500	34.500	34.500
1/27/2019	19:53:02	58.67	3.9444	3.8360	3.8245	3.9730	34.500	34.500	34.500	34.500
1/27/2019	19:53:03	60.05	3.9452	3.8353	3.8212	3.9722	34.500	34.500	34.500	34.500
1/27/2019	19:53:04	61.39	3.9450	3.8356	3.8209	3.9728	34.500	34.500	34.500	34.500
1/27/2019	19:53:06	62.64	3.9441	3.8353	3.8204	3.9715	34.500	34.500	34.500	34.500
1/27/2019	19:53:07	63.91	3.9431	3.8356	3.8214	3.9734	34.500	34.500	34.500	34.500
1/27/2019	19:53:08	65.17	3.9444	3.8355	3.8215	3.9760	34.500	34.500	34.500	34.500
1/27/2019	19:53:10	66.55	3.9487	3.8345	3.8219	3.9776	34.500	34.500	34.500	34.500
1/27/2019	19:53:11	67.86	3.9517	3.8343	3.8221	3.9738	34.500	34.500	34.500	34.500
1/27/2019	19:53:12	69.19	3.9506	3.8338	3.8220	3.9718	34.500	34.500	34.500	34.500
1/27/2019	19:53:14	70.52	3.9500	3.8345	3.8212	3.9687	34.500	34.500	34.500	34.500
