millis,type,message
16201,DEBUG,SD Card init SUCCESS!
16220,DEBUG,ext ram fail reset count: 0
16238,INFO,session id: 1538
16248,INFO,reset source: 1
16265,INFO,Device Id: 65477320
16283,INFO,Firmware SHA: 93CE0B95
16304,INFO,MAX_SAMPLE_GAP_S: 3.00
16314,INFO,SPIKE_G_TH: 3.00
16320,INFO,MAX_MESSAGE_LEN_FULL: 301
16328,INFO,MAX_MESSAGE_LEN_BASIC: 51
16336,INFO,MAX_MESSAGE_LEN_SM: 341
16340,INFO,MESSAGE_QUEUE_LEN: 10
16347,INFO,STRICT_NMEA: 1
16353,INFO,MAIN_DECK_HW_VERSION: 7
16359,INFO,F_MIN: 0.03
16369,INFO,F_MAX: 0.80
16386,INFO, sysConfig | sd reset max: 5
16398,INFO, sysConfig | wd enable: 1
16404,INFO, sysConfig | prod log mode: 1
16414,INFO, sysConfig | log filt sd: 1
16422,INFO, sysConfig | log gps sd: 1
16431,INFO, sysConfig | gps log lvl: 0
16439,INFO, sysConfig | log pow sd: 1
16447,INFO, sysConfig | log nmea sd: 1
16455,INFO, sysConfig | log irid sd: 1
16463,INFO, sysConfig | log fft sd: 1
16472,INFO, sysConfig | log spec sd: 0
16480,INFO, sysConfig | log speca sd: 0
16488,INFO, sysConfig | log dre sd: 1
16500,INFO, sysConfig | log message sd: 1
16510,INFO, sysConfig | statistics mode: 0
16519,INFO, sysConfig | log gmn sd: 1
16527,INFO, sysConfig | min messages period basic: 0
16539,INFO, sysConfig | min messages period full: 0
16549,INFO, sysConfig | gps power lvl: 1
16560,INFO, sysConfig | log gmn 1s: 0
16568,INFO, sysConfig | log bin sd: 0
16576,INFO, sysConfig | message samples basic: 2
16586,INFO, sysConfig | self test: 0
16594,INFO, sysConfig | self test reset max: 2
16609,INFO, sysConfig | vis led enable: 1
16617,INFO, sysConfig | log sst sd: 1
16625,INFO, sysConfig | external hardware reset max: 5
16637,INFO, sysConfig | sst sampling period: 1
16648,INFO, sysConfig | sst n samples to avg: 6
16658,INFO, sysConfig | partition thresh bin: 7
16668,INFO, sysConfig | gps sleep enable: 1
16678,INFO, sysConfig | idle checkin period: 3
16689,INFO, sysConfig | bridge enable: 1
16697,INFO, sysConfig | log smdata sd: 1
16949,INFO,External hw available: 00000100
16979,INFO,Initializing Bridge
19501,INFO,Starting Bridge Self Test
20858,INFO,Bridge initialized
21037,INFO,powerData | solV: 0.00
21059,INFO,powerData | solI: 0.00
21080,INFO,powerData | battV: 2.62
21110,INFO,powerData | battI: -0.10
21370,INFO,powerData | busV: 2.62
21628,INFO,powerData | busI: 0.09
21825,INFO,powerData | BQ status reg: 0
21846,INFO,powerData | Fault reg: 0
21864,INFO,powerData | Charge status: 0
21884,INFO,powerData | DPM status: 0
21913,INFO,Loaded OP MODE: 40962
21999,DEBUG,Iridium fail reset count: 0
