millis,type,message
15089,DEBUG,SD Card init SUCCESS!
15108,DEBUG,ext ram fail reset count: 0
15126,INFO,session id: 834
15136,INFO,reset source: 1
15153,INFO,Device Id: 65477320
15173,INFO,Firmware SHA: 93CE0B95
15192,INFO,MAX_SAMPLE_GAP_S: 3.00
15204,INFO,SPIKE_G_TH: 3.00
15210,INFO,MAX_MESSAGE_LEN_FULL: 301
15216,INFO,MAX_MESSAGE_LEN_BASIC: 51
15224,INFO,MAX_MESSAGE_LEN_SM: 341
15228,INFO,MESSAGE_QUEUE_LEN: 10
15235,INFO,STRICT_NMEA: 1
15241,INFO,MAIN_DECK_HW_VERSION: 7
15247,INFO,F_MIN: 0.03
15257,INFO,F_MAX: 0.80
15273,INFO, sysConfig | sd reset max: 5
15286,INFO, sysConfig | wd enable: 1
15294,INFO, sysConfig | prod log mode: 1
15302,INFO, sysConfig | log filt sd: 1
15310,INFO, sysConfig | log gps sd: 1
15319,INFO, sysConfig | gps log lvl: 0
15327,INFO, sysConfig | log pow sd: 1
15335,INFO, sysConfig | log nmea sd: 1
15343,INFO, sysConfig | log irid sd: 1
15351,INFO, sysConfig | log fft sd: 1
15360,INFO, sysConfig | log spec sd: 0
15368,INFO, sysConfig | log speca sd: 0
15378,INFO, sysConfig | log dre sd: 1
15390,INFO, sysConfig | log message sd: 1
15398,INFO, sysConfig | statistics mode: 0
15409,INFO, sysConfig | log gmn sd: 1
15417,INFO, sysConfig | min messages period basic: 0
15427,INFO, sysConfig | min messages period full: 0
15439,INFO, sysConfig | gps power lvl: 1
15448,INFO, sysConfig | log gmn 1s: 0
15456,INFO, sysConfig | log bin sd: 0
15464,INFO, sysConfig | message samples basic: 2
15474,INFO, sysConfig | self test: 0
15482,INFO, sysConfig | self test reset max: 2
15497,INFO, sysConfig | vis led enable: 1
15507,INFO, sysConfig | log sst sd: 1
15515,INFO, sysConfig | external hardware reset max: 5
15525,INFO, sysConfig | sst sampling period: 1
15536,INFO, sysConfig | sst n samples to avg: 6
15546,INFO, sysConfig | partition thresh bin: 7
15558,INFO, sysConfig | gps sleep enable: 1
15566,INFO, sysConfig | idle checkin period: 3
15577,INFO, sysConfig | bridge enable: 1
15587,INFO, sysConfig | log smdata sd: 1
15837,INFO,External hw available: 00000100
15869,INFO,Initializing Bridge
18388,INFO,Starting Bridge Self Test
19423,INFO,Bridge initialized
19601,INFO,powerData | solV: 0.00
19623,INFO,powerData | solI: 0.00
19642,INFO,powerData | battV: 2.62
19662,INFO,powerData | battI: -0.10
19683,INFO,powerData | busV: 2.62
19701,INFO,powerData | busI: 0.09
19722,INFO,powerData | BQ status reg: 0
19742,INFO,powerData | Fault reg: 0
19763,INFO,powerData | Charge status: 0
19781,INFO,powerData | DPM status: 0
19810,INFO,Loaded OP MODE: 40962
19896,DEBUG,Iridium fail reset count: 0
