millis,type,message
15144,DEBUG,SD Card init SUCCESS!
15163,DEBUG,ext ram fail reset count: 0
15181,INFO,session id: 870
15192,INFO,reset source: 1
15208,INFO,Device Id: 65477320
15226,INFO,Firmware SHA: 93CE0B95
15247,INFO,MAX_SAMPLE_GAP_S: 3.00
15257,INFO,SPIKE_G_TH: 3.00
15265,INFO,MAX_MESSAGE_LEN_FULL: 301
15271,INFO,MAX_MESSAGE_LEN_BASIC: 51
15280,INFO,MAX_MESSAGE_LEN_SM: 341
15284,INFO,MESSAGE_QUEUE_LEN: 10
15290,INFO,STRICT_NMEA: 1
15296,INFO,MAIN_DECK_HW_VERSION: 7
15302,INFO,F_MIN: 0.03
15312,INFO,F_MAX: 0.80
15329,INFO, sysConfig | sd reset max: 5
15341,INFO, sysConfig | wd enable: 1
15347,INFO, sysConfig | prod log mode: 1
15357,INFO, sysConfig | log filt sd: 1
15366,INFO, sysConfig | log gps sd: 1
15374,INFO, sysConfig | gps log lvl: 0
15382,INFO, sysConfig | log pow sd: 1
15390,INFO, sysConfig | log nmea sd: 1
15398,INFO, sysConfig | log irid sd: 1
15407,INFO, sysConfig | log fft sd: 1
15415,INFO, sysConfig | log spec sd: 0
15423,INFO, sysConfig | log speca sd: 0
15431,INFO, sysConfig | log dre sd: 1
15443,INFO, sysConfig | log message sd: 1
15454,INFO, sysConfig | statistics mode: 0
15462,INFO, sysConfig | log gmn sd: 1
15470,INFO, sysConfig | min messages period basic: 0
15482,INFO, sysConfig | min messages period full: 0
15493,INFO, sysConfig | gps power lvl: 1
15503,INFO, sysConfig | log gmn 1s: 0
15511,INFO, sysConfig | log bin sd: 0
15519,INFO, sysConfig | message samples basic: 2
15529,INFO, sysConfig | self test: 0
15538,INFO, sysConfig | self test reset max: 2
15552,INFO, sysConfig | vis led enable: 1
15560,INFO, sysConfig | log sst sd: 1
15568,INFO, sysConfig | external hardware reset max: 5
15581,INFO, sysConfig | sst sampling period: 1
15591,INFO, sysConfig | sst n samples to avg: 6
15601,INFO, sysConfig | partition thresh bin: 7
15611,INFO, sysConfig | gps sleep enable: 1
15622,INFO, sysConfig | idle checkin period: 3
15632,INFO, sysConfig | bridge enable: 1
15640,INFO, sysConfig | log smdata sd: 1
15892,INFO,External hw available: 00000100
15923,INFO,Initializing Bridge
18444,INFO,Starting Bridge Self Test
19494,INFO,Bridge initialized
19673,INFO,powerData | solV: 3.25
19697,INFO,powerData | solI: 0.00
19718,INFO,powerData | battV: 2.62
19736,INFO,powerData | battI: -0.10
19757,INFO,powerData | busV: 2.60
19777,INFO,powerData | busI: 0.09
19795,INFO,powerData | BQ status reg: 0
19816,INFO,powerData | Fault reg: 0
19836,INFO,powerData | Charge status: 0
19857,INFO,powerData | DPM status: 0
19884,INFO,Loaded OP MODE: 40962
19970,DEBUG,Iridium fail reset count: 0
