millis,type,message
14594,DEBUG,SD Card init SUCCESS!
14614,DEBUG,ext ram fail reset count: 0
14632,INFO,session id: 589
14643,INFO,reset source: 1
14659,INFO,Device Id: 65477320
14678,INFO,Firmware SHA: 93CE0B95
14696,INFO,MAX_SAMPLE_GAP_S: 3.00
14708,INFO,SPIKE_G_TH: 3.00
14714,INFO,MAX_MESSAGE_LEN_FULL: 301
14723,INFO,MAX_MESSAGE_LEN_BASIC: 51
14731,INFO,MAX_MESSAGE_LEN_SM: 341
14733,INFO,MESSAGE_QUEUE_LEN: 10
14741,INFO,STRICT_NMEA: 1
14745,INFO,MAIN_DECK_HW_VERSION: 7
14753,INFO,F_MIN: 0.03
14761,INFO,F_MAX: 0.80
14778,INFO, sysConfig | sd reset max: 5
14790,INFO, sysConfig | wd enable: 1
14798,INFO, sysConfig | prod log mode: 1
14807,INFO, sysConfig | log filt sd: 1
14815,INFO, sysConfig | log gps sd: 1
14823,INFO, sysConfig | gps log lvl: 0
14833,INFO, sysConfig | log pow sd: 1
14841,INFO, sysConfig | log nmea sd: 1
14850,INFO, sysConfig | log irid sd: 1
14858,INFO, sysConfig | log fft sd: 1
14866,INFO, sysConfig | log spec sd: 0
14874,INFO, sysConfig | log speca sd: 0
14882,INFO, sysConfig | log dre sd: 1
14895,INFO, sysConfig | log message sd: 1
14903,INFO, sysConfig | statistics mode: 0
14913,INFO, sysConfig | log gmn sd: 1
14921,INFO, sysConfig | min messages period basic: 0
14934,INFO, sysConfig | min messages period full: 0
14944,INFO, sysConfig | gps power lvl: 1
14952,INFO, sysConfig | log gmn 1s: 0
14960,INFO, sysConfig | log bin sd: 0
14968,INFO, sysConfig | message samples basic: 2
14981,INFO, sysConfig | self test: 0
14987,INFO, sysConfig | self test reset max: 2
15001,INFO, sysConfig | vis led enable: 1
15011,INFO, sysConfig | log sst sd: 1
15020,INFO, sysConfig | external hardware reset max: 5
15032,INFO, sysConfig | sst sampling period: 1
15042,INFO, sysConfig | sst n samples to avg: 6
15052,INFO, sysConfig | partition thresh bin: 7
15063,INFO, sysConfig | gps sleep enable: 1
15073,INFO, sysConfig | idle checkin period: 3
15083,INFO, sysConfig | bridge enable: 1
15091,INFO, sysConfig | log smdata sd: 1
15341,INFO,External hw available: 00000100
15374,INFO,Initializing Bridge
17897,INFO,Starting Bridge Self Test
18788,INFO,Bridge initialized
18956,INFO,powerData | solV: 5.53
18978,INFO,powerData | solI: 0.02
18999,INFO,powerData | battV: 2.58
19017,INFO,powerData | battI: -0.08
19038,INFO,powerData | busV: 2.54
19058,INFO,powerData | busI: 0.09
19079,INFO,powerData | BQ status reg: 157
19099,INFO,powerData | Fault reg: 0
19118,INFO,powerData | Charge status: 1
19138,INFO,powerData | DPM status: 1
19167,INFO,Loaded OP MODE: 40962
19253,DEBUG,Iridium fail reset count: 0
