Sample_name,rep,rank,intercept_b0,slope_b1,rsq,density,row,endrow,time,endtime,oxy,endoxy,rate,adjustment,rate.adjusted,rate.input,oxy.unit,time.unit,volume,mass,area,S,t,P,rate.abs,rate.m.spec,rate.a.spec,output.unit,rate.output,o2,light
Gen01,NA,1,165.84639467457868,-0.7268707250590727,0.918,NA,97,145,24.016666666666666,36,147.186176,139.400391,-0.7268707250590727,-0.049703480233528025,-0.6771672448255447,-0.6771672448255447,umol/L,min,0.1426048780487805,NA,2.2206114918292043e-4,NA,NA,NA,-0.0965673523669755,NA,-434.86829065911576,umolO2/min/m2,-434.86829065911576,Respiration,200
Gen02,NA,1,143.81999187755108,-0.9196911265306135,0.951,NA,97,145,24,36,120.03424,110.255709,-0.9196911265306135,-0.049703480233528025,-0.8699876462970855,-0.8699876462970855,umol/L,min,0.14234146341463416,NA,2.5654542259708315e-4,NA,NA,NA,-0.1238353147265803,NA,-482.7032713075126,umolO2/min/m2,-482.7032713075126,Respiration,200
Gen03,NA,1,171.8500719596463,-1.062984435510205,0.875,NA,98,146,24.066666666666666,36.06666666666666,146.918453,132.805441,-1.062984435510205,-0.049703480233528025,-1.0132809552766768,-1.0132809552766768,umol/L,min,0.14772682926829267,NA,2.491214197856265e-4,NA,NA,NA,-0.14968878268097016,NA,-600.8667693439612,umolO2/min/m2,-600.8667693439612,Respiration,200
Gen04,NA,1,192.8863533786735,-1.286553508163266,0.968,NA,98,146,24.116666666666667,36.11666666666667,161.052968,146.384748,-1.286553508163266,-0.049703480233528025,-1.2368500279297379,-1.2368500279297379,umol/L,min,0.14703414634146342,NA,2.0826743981725536e-4,NA,NA,NA,-0.1818591880090642,NA,-873.2002859815095,umolO2/min/m2,-873.2002859815095,Respiration,200
Gen05,NA,1,192.7499271055844,-1.137537224355656,0.966,NA,98,146,24.099999999999998,36.1,164.380074,152.52533,-1.137537224355656,-0.049703480233528025,-1.087833744122128,-1.087833744122128,umol/L,min,0.1477560975609756,NA,1.6071428571428573e-4,NA,NA,NA,-0.16073406882663052,NA,-1000.1230949212564,umolO2/min/m2,-1000.1230949212564,Respiration,200
Gen06,NA,1,153.95566955222444,-0.9333549146938764,0.843,NA,97,145,23.95,35.949999999999996,130.107523,119.928596,-0.9333549146938764,-0.049703480233528025,-0.8836514344603484,-0.8836514344603484,umol/L,min,0.14553170731707318,NA,2.2476278334211916e-4,NA,NA,NA,-0.1285993019301953,NA,-572.1556746093943,umolO2/min/m2,-572.1556746093943,Respiration,200
Gen07,NA,1,180.46807237517638,-0.047962493567579104,0.0299,NA,98,146,24.116666666666667,36.11666666666667,180.608071,178.899042,-0.047962493567579104,-0.049703480233528025,0.001740986665948921,0.001740986665948921,umol/L,min,0.1544,NA,0,NA,NA,NA,2.6880834122251345e-4,NA,Inf,umolO2/min/m2,Inf,Respiration,200
Gen01,NA,1,133.76432361443503,0.6111641864835975,0.843,NA,21,81,5.016666666666667,20,138.399519,147.454482,0.6111641864835975,-0.07477918481478796,0.6859433712983855,0.6859433712983855,umol/L,min,0.1426048780487805,NA,2.2206114918292043e-4,NA,NA,NA,0.09781887081237563,NA,440.50420873846065,umolO2/min/m2,440.50420873846065,Photosynthesis,200
Gen02,NA,1,109.60591144632465,0.6004813400317306,0.905,NA,21,81,5,20,112.589764,122.385304,0.6004813400317306,-0.07477918481478796,0.6752605248465186,0.6752605248465186,umol/L,min,0.14234146341463416,NA,2.5654542259708315e-4,NA,NA,NA,0.09611757129278738,NA,374.6610261830499,umolO2/min/m2,374.6610261830499,Photosynthesis,200
Gen03,NA,1,119.43359760708614,1.448809275515602,0.943,NA,22,82,5.066666666666666,20.066666666666666,127.812997,148.804805,1.448809275515602,-0.07477918481478796,1.52358846033039,1.52358846033039,umol/L,min,0.14772682926829267,NA,2.491214197856265e-4,NA,NA,NA,0.22507489235436842,NA,903.474669291984,umolO2/min/m2,903.474669291984,Photosynthesis,200
Gen04,NA,1,135.4590426758576,1.2889507136964555,0.951,NA,22,82,5.116666666666666,20.116666666666667,141.555728,160.903693,1.2889507136964555,-0.07477918481478796,1.3637298985112434,1.3637298985112434,umol/L,min,0.14703414634146342,NA,2.0826743981725536e-4,NA,NA,NA,0.2005148614679312,NA,962.7758503387439,umolO2/min/m2,962.7758503387439,Photosynthesis,200
Gen05,NA,1,143.96932280178126,1.1209272212679982,0.929,NA,22,82,5.083333333333333,20.083333333333332,151.272883,165.14788,1.1209272212679982,-0.07477918481478796,1.195706406082786,1.195706406082786,umol/L,min,0.1477560975609756,NA,1.6071428571428573e-4,NA,NA,NA,0.17667291239145164,NA,1099.29812154681,umolO2/min/m2,1099.29812154681,Photosynthesis,200
Gen06,NA,1,123.1738411599048,0.3013666248545743,0.373,NA,21,81,4.95,19.95,127.359713,132.686797,0.3013666248545743,-0.07477918481478796,0.3761458096693623,0.3761458096693623,umol/L,min,0.14553170731707318,NA,2.2476278334211916e-4,NA,NA,NA,0.05474114188134516,NA,243.55073854919203,umolO2/min/m2,243.55073854919203,Photosynthesis,200
Gen07,NA,1,181.03512688082975,-0.06731533997307303,0.0522,NA,22,82,5.116666666666666,20.116666666666667,180.952297,180.780083,-0.06731533997307303,-0.07477918481478796,0.007463844841714931,0.007463844841714931,umol/L,min,0.1544,NA,0,NA,NA,NA,0.0011524176435607856,NA,Inf,umolO2/min/m2,Inf,Photosynthesis,200
